,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
282,BHJ,2,2.0,1.0,5.69218322,12.0,0.00394012,0.0,0.00011504368624798978
283,BHK,2,2.0,1.0,5.4111086,12.0,0.01390949,0.0,8.681056188337512e-05
284,BHM,26,26.0,0.75076923,5.69274667,13.0,0.15985631,124.00728348552099,0.0005277465218696863
285,BHO,4,4.0,0.66666667,5.72745798,12.0,0.00811359,13.242779800070522,0.00016698780814826695
286,BHQ,2,2.0,0.0,6.62003983,12.0,0.00037297,50.666666666666664,0.0001389178625170308
287,BHR,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.191623928341239e-05
288,BHS,3,3.0,1.0,5.88919088,12.0,0.0015025,0.0,0.00017033062727979089
289,BHU,1,1.0,,5.69220569,12.0,0.00387013,0.0,6.615011959260914e-05
290,BHV,3,3.0,1.0,6.04397599,12.0,0.00522845,0.0,0.00012576042542550642
291,BHX,50,50.0,0.43836735,5.17985405,12.0,0.33277548,3568.767215163803,0.0009673854013754962
292,BHY,7,7.0,0.9047619,5.86850535,12.0,0.00493617,0.6458478681223786,0.0001764601195836045
293,BHZ,17,17.0,0.26470588,5.77010063,13.0,0.00850568,4288.225785293947,0.00066291901966375
294,BIA,5,5.0,0.8,5.22374234,12.0,0.03213605,0.3087481146304676,0.0001366045072330474
295,BII,2,2.0,1.0,7.59540556,14.0,9.2e-07,0.0,0.00017771657783482243
296,BIK,3,3.0,0.66666667,6.75346602,12.0,0.00012495,3611.6888888888884,0.00020679605007358978
297,BIL,13,13.0,0.29487179,5.66001795,13.0,0.02383978,23661.08424170167,0.0005543318926712048
298,BIM,2,2.0,1.0,5.85742384,13.0,0.01075022,0.0,9.080313530248809e-05
299,BIN,1,1.0,,6.13289731,13.0,0.00090347,0.0,6.460120738555796e-05
300,BIO,23,23.0,0.5770751,5.16687778,12.0,0.15114291,615.8643291463578,0.0004566132843726647
301,BIQ,4,4.0,1.0,5.19009602,12.0,0.04098909,0.0,0.00012235394093526437
302,BIR,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.191623928341239e-05
303,BIS,3,3.0,0.33333333,5.61857543,13.0,0.01300021,1692.2603732576713,0.00014154201190401167
304,BIU,1,1.0,,6.11801037,13.0,0.00239264,0.0,7.227814864925853e-05
305,BIW,2,2.0,0.0,8.9555791,15.0,2e-08,5.0,0.00021798179630979681
306,BJA,5,5.0,0.7,5.23046482,12.0,0.02879926,304.9950212018411,0.0001523888972894612
307,BJB,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751111849353162e-05
308,BJF,5,5.0,0.6,8.26755516,15.0,8.05e-06,2.938095238095238,0.00027367260802036244
309,BJI,3,3.0,0.0,5.63035092,13.0,0.00690019,3614.9999999999995,0.0001967229633009881
310,BJL,8,8.0,0.46428571,5.56790324,13.0,0.02754245,491.26662923786375,0.00021495103780288732
311,BJM,7,7.0,0.38095238,5.75152433,13.0,0.01522857,11750.318736336345,0.00031770154202644037
312,BJR,7,7.0,0.38095238,6.27912914,13.0,0.00184577,3614.45,0.000368202765789178
313,BJS,109,109.0,0.15562351,4.66640502,11.0,0.31793765,151623.53390080496,0.0025891956948262485
314,BJX,14,14.0,0.58241758,5.15943056,12.0,0.05376006,268.6577821264329,0.00033796449533191107
315,BJZ,1,1.0,,5.91987409,13.0,0.00952371,0.0,6.000401492621853e-05
316,BKC,2,2.0,1.0,6.72564956,14.0,2.626e-05,0.0,0.0001450668587711843
317,BKI,23,23.0,0.23715415,5.24014179,11.0,0.03301944,37257.49368553081,0.0008972351645612095
318,BKK,102,102.0,0.16268686,4.77290345,11.0,0.32942567,227485.39889291365,0.0030650773077793613
319,BKO,19,19.0,0.26900585,5.23248568,12.0,0.03522576,29551.548443358402,0.0006510583842061896
320,BKQ,3,3.0,1.0,6.17671961,11.0,0.00096729,0.0,0.000180277931655508
321,BKS,1,1.0,,6.25248426,12.0,0.00107921,0.0,7.212583347402074e-05
322,BKW,2,2.0,1.0,5.53726401,13.0,0.00935189,0.0,0.00010316984105238685
323,BKX,2,2.0,0.0,5.63050175,13.0,0.00689366,3615.999999999999,0.00015580471264100334
324,BKZ,1,1.0,,7.1629704,14.0,8.568e-05,0.0,7.879799338876857e-05
325,BLA,10,10.0,0.37777778,5.92841319,13.0,0.00625641,654.490547594642,0.0003791956370813
326,BLE,3,3.0,1.0,5.39971295,12.0,0.02036575,0.0,0.00010513349341559668
327,BLF,2,2.0,1.0,5.53726401,13.0,0.00935189,0.0,0.00010316984105233725
328,BLG,1,1.0,,7.22315238,13.0,1.845e-05,0.0,8.35410386005193e-05
329,BLI,2,2.0,1.0,5.72041023,13.0,0.00580443,0.0,0.00010916665595945565
330,BLJ,3,3.0,1.0,5.24734474,12.0,0.02335426,0.0,0.0001037680844621611
331,BLK,4,4.0,0.66666667,5.86758187,13.0,0.00985396,0.41911764705882354,0.00011738570791440723
332,BLL,17,17.0,0.50735294,5.25851055,12.0,0.12520757,2603.7536153656824,0.00042207493775434443
333,BLQ,28,28.0,0.57936508,5.25903274,12.0,0.2158139,525.4598996590494,0.000559375896607636
334,BLR,15,15.0,0.46666667,5.75268519,11.0,0.02797475,804.861830988584,0.0004276525605681612
335,BLT,2,2.0,1.0,6.1767176,11.0,0.00094979,0.0,0.00013606889884727806
336,BLV,2,2.0,1.0,5.45766202,13.0,0.01927793,0.0,7.807540200456749e-05
337,BLZ,6,6.0,0.73333333,5.6608008,12.0,0.00920162,1677.996805076945,0.00024645339994489073
338,BMD,3,3.0,0.66666667,6.18630364,13.0,0.00054295,2.25,0.00018037183903543659
339,BME,8,8.0,0.28571429,5.95467623,12.0,0.00183239,15445.532544370477,0.00045701681307684807
340,BMI,6,6.0,0.8,5.52942317,13.0,0.04140678,7.54963176733856,0.00015928675283424825
341,BMO,2,2.0,1.0,7.32105036,13.0,1.59e-05,0.0,0.00016042702330964495
342,BMP,2,2.0,0.0,6.86130216,12.0,8.275e-05,0.3333333333333333,0.00013000621109491892
343,BMU,2,2.0,1.0,6.33089799,12.0,0.00077608,0.0,0.00011269602295207398
344,BMV,2,2.0,1.0,6.27496968,12.0,0.00101617,0.0,0.00011823493619036764
345,BMW,1,1.0,,7.22960121,14.0,8.482e-05,0.0,7.447119163833584e-05
346,BMY,1,1.0,,7.2645727,13.0,5.14e-06,0.0,0.0001016799236689759
347,BNA,47,47.0,0.68732655,4.93719773,12.0,0.27286554,416.15479477290006,0.0009294768995636253
348,BNC,2,2.0,0.0,7.75132243,15.0,4.81e-06,3615.9999999999995,0.00024167145473558707
349,BND,9,9.0,0.41666667,5.7266945,12.0,0.01414534,1395.3777018826818,0.00029059304120090604
350,BNE,58,58.0,0.12038717,5.17675183,10.0,0.05252395,254438.3838585282,0.002509710973092678
351,BNK,5,5.0,1.0,5.88272088,11.0,0.00254646,0.0,0.00022740439818145627
352,BNN,3,3.0,0.66666667,6.38197949,13.0,0.00030169,0.25,0.00016146432244777302
353,BNP,1,1.0,,6.76784673,13.0,0.00063373,0.0,6.97330935690315e-05
354,BNS,1,1.0,,6.27363912,13.0,0.00351174,0.0,6.817064601196554e-05
355,BNX,3,3.0,1.0,5.22231059,12.0,0.02820083,0.0,9.477583933517757e-05
356,BNY,2,2.0,1.0,7.16974108,11.0,2.127e-05,0.0,0.0001886865645335454
357,BOA,2,2.0,1.0,7.19582863,14.0,1.073e-05,0.0,0.0001844513399543499
358,BOB,5,5.0,0.7,6.07003319,13.0,0.00047257,2.0,0.00029749055398548213
359,BOC,3,3.0,1.0,5.92125267,13.0,0.0019704,0.0,0.00016577114536022778
360,BOD,25,25.0,0.57666667,5.06864237,12.0,0.12947565,279.8615931726336,0.0005106275791184785
361,BOG,49,49.0,0.18962585,4.96186636,12.0,0.13915042,98003.84881225588,0.0017466338603238866
362,BOH,1,1.0,,5.86113945,13.0,0.00567564,0.0,6.110200839313829e-05
363,BOI,17,17.0,0.64705882,5.15658797,12.0,0.07590679,2069.323525495976,0.0004537701222361681
364,BOJ,3,3.0,1.0,5.39955279,12.0,0.01533024,0.0,0.00011124470874555143
365,BOM,66,66.0,0.1958042,4.69225064,11.0,0.21789116,75619.91694961635,0.0019171641001632397
366,BON,6,6.0,0.6,5.1641596,12.0,0.04113492,28.79560056734555,0.00016294303679859553
367,BOO,15,15.0,0.18095238,6.25980293,13.0,0.00574121,23237.965402400052,0.0007730079901935675
368,BOS,87,87.0,0.29564288,4.67890919,12.0,0.43783336,57336.991809479936,0.0019600670550355124
369,BOV,3,3.0,0.33333333,7.72565614,12.0,2.84e-06,1796.6666666666672,0.0002388787684728521
370,BOX,2,2.0,0.0,8.12559748,13.0,3.1e-07,3.75,0.0002014889907680378
371,BOY,3,3.0,1.0,6.24171978,13.0,0.00345277,0.0,0.00011603604336156693
372,BPD,3,3.0,0.66666667,7.72651198,12.0,2.74e-06,1795.711904761905,0.00024588642822111884
373,BPN,9,9.0,0.25,5.74364836,11.0,0.00694816,32935.87253587668,0.0004315076895220964
374,BPS,6,6.0,0.86666667,5.77115974,13.0,0.00749797,1.866718426501035,0.00022454116259988335
375,BPT,2,2.0,1.0,5.58842035,13.0,0.0173684,0.0,8.16955192977012e-05
376,BPX,2,2.0,1.0,6.69328051,12.0,0.00075187,0.0,9.017449665947638e-05
377,BPY,2,2.0,1.0,7.19080611,14.0,2.533e-05,0.0,0.00013375133055052878
378,BQB,2,2.0,1.0,5.95893076,12.0,0.00079969,0.0,0.00014141940192729073
379,BQL,2,2.0,0.0,7.18409028,12.0,2.521e-05,5752.429333012676,0.00018638685258902895
380,BQN,1,1.0,,5.59445372,13.0,0.01422723,0.0,5.9941243434293795e-05
381,BQS,3,3.0,0.33333333,5.96726132,13.0,0.00242868,2.347097629130296,0.00011983059664922201
382,BQW,2,2.0,0.0,6.94615263,13.0,1.976e-05,4946.965647454208,0.0001891566944661273
383,BRA,3,3.0,0.66666667,6.61208592,14.0,0.0006578,20.294179894179912,0.00015203516973632029
384,BRC,9,9.0,0.33333333,5.5728047,13.0,0.0038362,4568.428211676506,0.0004262447733216647
385,BRD,3,3.0,0.0,5.63037771,13.0,0.00689801,5422.333333333333,0.00022047626750595968
386,BRE,24,24.0,0.71376812,5.25317297,12.0,0.18928505,139.02606422625712,0.00045053194106165417
387,BRI,5,5.0,0.6,5.19163818,12.0,0.0300195,0.7865721945005832,0.00013332593211949753
388,BRK,2,2.0,0.0,7.88924907,14.0,1e-06,0.5,0.00018369392912559308
389,BRL,3,3.0,0.33333333,5.46816062,13.0,0.01913343,3616.0,0.00015156133484144334
390,BRM,7,7.0,0.52380952,5.92762899,13.0,0.00598921,22.780341972276496,0.00026500318238368664
391,BRN,10,10.0,0.84444444,5.21007988,12.0,0.10477108,58.165321596627685,0.0002202652406940778
392,BRO,1,1.0,,5.58321402,13.0,0.00852544,0.0,6.113127071678622e-05
393,BRQ,1,1.0,,6.28778308,13.0,0.00752382,0.0,5.909869577146035e-05
394,BRR,2,2.0,1.0,6.06414432,13.0,0.0030623,0.0,0.00010190923659286825
395,BRS,19,19.0,0.50877193,5.23502509,12.0,0.11067293,278.4710582489287,0.0004074327230786327
396,BRT,1,1.0,,6.73772443,12.0,0.00026408,0.0,8.45027745802787e-05
397,BRU,137,137.0,0.1963289,4.63758443,12.0,0.65105404,75380.79931613484,0.0027713196190220953
398,BRW,6,6.0,0.26666667,5.72089342,13.0,0.00151946,12624.33547008547,0.0003815389197127928
399,BSA,1,1.0,,7.76709406,14.0,1.156e-05,0.0,9.375465693564313e-05
400,BSB,27,27.0,0.18518519,5.75628692,13.0,0.01031439,20280.815777674266,0.0010507324864639895
401,BSC,1,1.0,,6.95927259,14.0,4.89e-05,0.0,9.547472858254492e-05
402,BSD,1,1.0,,6.38327954,12.0,0.00081144,0.0,6.424274909755506e-05
403,BSK,3,3.0,1.0,5.24378092,12.0,0.02500376,0.0,0.00010460791433530999
404,BSO,2,2.0,0.0,6.71734075,12.0,7.644e-05,0.5,0.00016654985260718927
405,BTH,8,8.0,0.35714286,6.2490095,12.0,0.00157942,32.0614153275918,0.000355737937680164
406,BTI,2,2.0,1.0,6.76811523,14.0,0.00015563,0.0,0.0001488713436367695
407,BTJ,1,1.0,,6.7674668,12.0,0.00020127,0.0,7.608368262878611e-05
408,BTK,5,5.0,0.5,5.39825926,12.0,0.01592172,3.0833333333333335,0.00018039535563070313
409,BTM,3,3.0,1.0,5.67516267,13.0,0.01014849,0.0,0.00011856310293592417
410,BTR,10,10.0,0.86666667,5.51279839,13.0,0.05661517,11.59731934714154,0.00023082133705043677
411,BTS,8,8.0,0.67857143,5.11662654,12.0,0.05392971,69.00479970500093,0.0001978572786799828
412,BTT,3,3.0,1.0,6.74765896,14.0,0.0001334,0.0,0.0002114182144708315
413,BTU,6,6.0,0.6,6.22316891,12.0,0.00103847,3669.032318270258,0.00029704707376069904
414,BTV,10,10.0,0.6,5.56802741,13.0,0.06596684,2064.726531982565,0.0002452453272911695
415,BUA,3,3.0,0.66666667,6.72704931,11.0,0.00015136,1792.000000000001,0.00021449168783575664
416,BUC,2,2.0,1.0,8.18695219,13.0,6e-07,0.0,0.00017921078651202964
417,BUD,50,50.0,0.55918367,4.64603994,12.0,0.37576451,4647.457320967703,0.0010067503196531601
418,BUE,76,76.0,0.08596491,4.59017777,12.0,0.18103098,255006.2272917262,0.0029898366759719026
419,BUF,24,24.0,0.76811594,5.67355899,13.0,0.1489701,601.9752618662976,0.0004915280115362747
420,BUH,50,50.0,0.40897959,5.37101248,12.0,0.31901464,28026.86227909715,0.0011741955987781881
421,BUL,4,4.0,0.5,6.72644396,11.0,0.00015674,107.35238095238094,0.0002763038823577148
422,BUN,1,1.0,,6.86558072,14.0,0.0002463,0.0,8.156612093850788e-05
423,BUO,3,3.0,0.33333333,6.76710769,13.0,0.00065077,3616.0,0.00018457160159246255
424,BUQ,2,2.0,1.0,5.66108426,12.0,0.00605578,0.0,9.915490420552001e-05
425,BUR,10,10.0,0.91111111,5.09143508,12.0,0.05155155,0.3419631093544137,0.0002526607182509055
426,BUS,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
427,BUX,1,1.0,,8.75128205,16.0,9e-08,0.0,0.00014416973808038732
428,BUZ,3,3.0,1.0,5.73563398,12.0,0.01172332,0.0,0.0001125707138020044
429,BVB,2,2.0,0.0,6.83169984,14.0,0.00047312,41.467832039735676,0.00011179773742477164
430,BVC,2,2.0,1.0,6.19258112,13.0,0.00180767,0.0,0.0001153509088353879
431,BVE,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.234932833210316e-05
432,BVG,5,5.0,0.6,8.26721657,15.0,4.26e-06,2.0214285714285714,0.000276296251885949
433,BVH,2,2.0,0.0,6.77026944,14.0,9.625e-05,3616.0000000000005,0.0001897883018160597
434,BVI,2,2.0,0.0,9.18217735,14.0,1e-08,5.833333333333333,0.00022930575295183043
435,BVS,4,4.0,0.66666667,6.87827764,14.0,0.00022504,1794.0268112542249,0.0002392821928480175
436,BWA,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.191623928341239e-05
437,BWD,1,1.0,,5.59874886,13.0,0.00884296,0.0,6.202361839876099e-05
438,BWI,64,64.0,0.4578373,4.76968495,12.0,0.32217644,4184.281770280341,0.0012694113958662838
439,BWN,19,19.0,0.49122807,5.38391244,11.0,0.04575701,6419.653123111675,0.0006162889551272682
440,BWQ,2,2.0,0.0,6.8890947,13.0,2.79e-05,1807.0000000000002,0.00017298450656755762
441,BWT,1,1.0,,5.80353982,12.0,0.00074715,0.0,7.624917697566068e-05
442,BXN,4,4.0,1.0,5.25727281,12.0,0.05181812,0.0,0.00011379137361275104
443,BXR,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751111849353162e-05
444,BXU,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638158651182697e-05
445,BXX,2,2.0,1.0,6.76034465,13.0,0.00051735,0.0,0.0001035652657090227
446,BXZ,2,2.0,1.0,7.72476192,12.0,3e-06,0.0,0.00017477827229902445
447,BYA,2,2.0,1.0,7.74748986,15.0,2.37e-06,0.0,0.00019802134343722735
448,BYC,1,1.0,,6.58643674,14.0,0.00051711,0.0,7.563926827637998e-05
449,BYM,1,1.0,,5.80006202,13.0,0.00381542,0.0,6.56499421749275e-05
450,BYN,3,3.0,0.66666667,6.44220264,13.0,0.00051658,0.5,0.00021670806786863527
451,BYU,2,2.0,1.0,5.35152969,12.0,0.01764937,0.0,0.00010309826060722332
452,BYW,3,3.0,0.66666667,6.72081977,14.0,0.0002196,0.9261904761904762,0.00017850178260891427
453,BZE,13,13.0,0.24358974,5.56837017,13.0,0.03258698,22533.749634689506,0.0005061756880187043
454,BZG,1,1.0,,6.27122367,13.0,0.00666804,0.0,5.934664540129819e-05
455,BZI,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.922713109331792e-05
456,BZL,1,1.0,,5.82609759,12.0,0.00243033,0.0,6.605504312704743e-05
457,BZN,5,5.0,0.8,5.65978783,13.0,0.02291039,35.47608224508079,0.00017117709621692766
458,BZO,2,2.0,1.0,5.36958768,12.0,0.02856538,0.0,7.797219862961372e-05
459,BZR,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.234932833210316e-05
460,BZV,10,10.0,0.51111111,5.18942306,12.0,0.02314579,1634.4818891252542,0.0003138135866445435
461,BZZ,1,1.0,,10.65085465,18.0,0.0,0.0,0.00015050304873792853
462,CAB,2,2.0,0.0,7.23949357,14.0,0.00010714,3616.0,0.00017835461144065435
463,CAC,4,4.0,0.5,5.77232326,13.0,0.00498779,3.166666666666666,0.0001964915172528421
464,CAE,10,10.0,1.0,5.6253297,13.0,0.09028058,0.0,0.0002294827462827067
465,CAG,11,11.0,0.6,5.14668076,12.0,0.04550986,3.4322065438114038,0.0002449880805064256
466,CAI,82,82.0,0.29569407,4.67195729,11.0,0.42473733,53903.519354436976,0.001859998256024505
467,CAJ,4,4.0,0.66666667,6.27276621,13.0,0.00369374,1799.5045472863399,0.00018927340755287293
468,CAK,11,11.0,0.85454545,5.55724888,13.0,0.08501755,125.9504518805131,0.00025327060667574837
469,CAL,1,1.0,,6.06421706,13.0,0.00300609,0.0,6.270237987319328e-05
470,CAN,80,80.0,0.17120253,4.8574861,11.0,0.07635577,49712.17976243466,0.0020175143607311153
471,CAP,4,4.0,0.33333333,6.51704432,14.0,0.0013267,73.03716751711582,0.0002006003080755425
472,CAQ,1,1.0,,6.86236474,14.0,0.00028088,0.0,7.919017276577768e-05
473,CAS,49,49.0,0.29506803,5.23231038,12.0,0.25502147,17344.90540838863,0.0011428086221287308
474,CAW,1,1.0,,5.95408879,13.0,0.00197602,0.0,6.717032916920532e-05
475,CAY,9,9.0,0.13888889,5.27858287,12.0,0.01803595,17405.41162379243,0.00041899091657896653
476,CAZ,3,3.0,0.33333333,6.88908023,13.0,2.841e-05,1808.0000000000002,0.00024252756711741846
477,CBB,6,6.0,0.53333333,5.56019643,13.0,0.00396949,3274.5375677390916,0.00028514722156939036
478,CBE,2,2.0,1.0,5.81738468,13.0,0.00721785,0.0,0.00010767284539169165
479,CBG,1,1.0,,5.20989396,12.0,0.01520017,0.0,5.9216297803625906e-05
480,CBH,7,7.0,0.57142857,6.23504418,13.0,0.00563915,3.270833333333333,0.00023005620315138547
481,CBL,2,2.0,1.0,6.27349016,13.0,0.00357818,0.0,0.00010979305202941083
482,CBO,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638158651182697e-05
483,CBR,6,6.0,0.73333333,5.86069988,11.0,0.00357456,35.682247284878926,0.0002686977979442863
484,CCF,4,4.0,0.66666667,5.19842498,12.0,0.03732823,25.412551645542703,0.00013019771542031785
485,CCJ,13,13.0,0.47435897,5.7273005,12.0,0.02468565,173.87542824139888,0.00033770742751626054
486,CCK,2,2.0,0.0,5.95889571,12.0,0.00078599,1804.75,0.00014912757070906126
487,CCM,3,3.0,1.0,5.77441633,13.0,0.00492297,0.0,0.00014228167219340962
488,CCP,8,8.0,0.35714286,6.64799577,14.0,0.00176234,6574.2453379114095,0.00039633766219047685
489,CCS,53,53.0,0.18287373,5.27366598,12.0,0.1977134,90472.88876177276,0.0016655266332840288
490,CCU,32,32.0,0.16733871,4.91559868,11.0,0.05669245,37273.70201253239,0.0011025230703446264
491,CCV,5,5.0,0.5,6.85304011,12.0,9.378e-05,3620.7999999999997,0.00032258118403176856
492,CDB,8,8.0,0.10714286,5.73023641,13.0,0.00146652,18073.5,0.0006791902556756978
493,CDC,1,1.0,,6.01869908,13.0,0.00404403,0.0,6.443070612846113e-05
494,CDD,1,1.0,,8.5771276,16.0,7.4e-07,0.0,0.0001273356286611899
495,CDR,2,2.0,1.0,5.81796589,13.0,0.00620734,0.0,0.00011610463348537258
496,CDV,2,2.0,0.0,5.72977309,13.0,0.00139112,630.4963605370885,0.00016031726090059493
497,CEB,16,16.0,0.25,5.24727997,11.0,0.02938478,7253.777795447588,0.0006507189447320606
498,CEC,2,2.0,1.0,5.2585562,12.0,0.0076487,0.0,9.12355573366588e-05
499,CED,1,1.0,,6.62086056,12.0,0.00034509,0.0,8.546264564569622e-05
500,CEE,2,2.0,0.0,5.40705072,12.0,0.010445,105.5351559475466,0.00011337763832243919
501,CEH,2,2.0,1.0,6.64771047,13.0,0.0001998,0.0,0.00014450392442046531
502,CEI,2,2.0,1.0,5.77255414,12.0,0.00620611,0.0,0.00010121660469849615
503,CEK,5,5.0,0.7,5.40378019,12.0,0.0195648,5.3479988622789385,0.0001606845423355891
504,CEM,2,2.0,0.0,7.74789701,15.0,4.57e-06,0.5,0.0001882383096198086
505,CEN,7,7.0,0.66666667,5.87676428,13.0,0.00811891,20.458705215819254,0.00020873618612569347
506,CEQ,1,1.0,,6.2653273,13.0,0.00583089,0.0,5.956560951952707e-05
507,CER,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.234932833210316e-05
508,CEZ,1,1.0,,5.81798729,13.0,0.00609709,0.0,6.676016425412757e-05
509,CFE,25,25.0,0.36666667,5.21173904,12.0,0.10683542,11978.462034078464,0.0006601434130371655
510,CFG,2,2.0,1.0,5.4149919,13.0,0.01310942,0.0,8.605218062419444e-05
511,CFN,1,1.0,,5.86113945,13.0,0.00567564,0.0,6.110200839313829e-05
512,CFR,2,2.0,0.0,6.20550601,13.0,0.00683441,0.572172869147659,8.094261811520854e-05
513,CFS,7,7.0,0.66666667,5.88282256,11.0,0.00261642,48.26839826839836,0.00032056095801333333
514,CFU,3,3.0,0.33333333,5.37518024,12.0,0.01784185,1.6577191383151482,0.00010020928639011104
515,CGA,2,2.0,1.0,6.71442816,14.0,0.00010749,0.0,0.0001935408148366865
516,CGB,12,12.0,0.18181818,5.7703514,13.0,0.00541705,32320.741423200925,0.0006286227334883662
517,CGD,2,2.0,0.0,5.85767853,12.0,0.00178487,0.5658478681223786,8.075897593477111e-05
518,CGI,1,1.0,,5.72990568,13.0,0.00689552,0.0,6.105908548313323e-05
519,CGN,48,48.0,0.46276596,5.30673366,12.0,0.2960067,1901.4516518192013,0.0009170915478566104
520,CGO,27,27.0,0.62393162,5.64907056,12.0,0.02821009,691.4971253724874,0.000582442250399498
521,CGP,7,7.0,0.61904762,5.73978764,12.0,0.02112971,182.02955009605142,0.00021927178141827231
522,CGQ,15,15.0,0.6,5.38630362,12.0,0.025114,189.11605480987728,0.0003440309985714809
523,CGR,7,7.0,0.42857143,5.76928894,13.0,0.00521374,3623.1666666666665,0.00032080640369153634
524,CGY,2,2.0,1.0,5.71378719,11.0,0.0026725,0.0,0.00011095103045064419
525,CHA,5,5.0,1.0,5.45032272,13.0,0.0429107,0.0,0.00013456769497754067
526,CHC,20,20.0,0.25263158,5.22628257,11.0,0.02089875,22021.532214098726,0.0008412463442407832
527,CHG,3,3.0,0.33333333,5.66514688,12.0,0.00639457,20.877541972564106,0.0001054950415077627
528,CHI,184,184.0,0.13417676,4.49000716,12.0,0.68866292,290639.8492437388,0.0040611535190176575
529,CHO,6,6.0,1.0,5.56704312,13.0,0.0530857,0.0,0.00015234799625621673
530,CHP,2,2.0,0.0,6.74771526,14.0,0.0001287,1807.5,0.00017268110564943212
531,CHQ,2,2.0,1.0,5.42750897,12.0,0.0115584,0.0,8.375299650029291e-05
532,CHS,14,14.0,1.0,5.6851871,13.0,0.11948855,0.0,0.0003020833394386021
533,CHT,2,2.0,1.0,6.23621712,12.0,0.00046758,0.0,0.00011619994542731828
534,CHU,2,2.0,0.0,6.72612222,14.0,2.52e-05,3613.499999999999,0.0001958504364462603
535,CHX,3,3.0,1.0,5.92125267,13.0,0.0019704,0.0,0.00016577114536017414
536,CHY,2,2.0,1.0,8.1695814,12.0,4e-07,0.0,0.00018362427506328507
537,CIC,1,1.0,,5.25522556,12.0,0.00741286,0.0,6.151302985901547e-05
538,CID,9,9.0,0.94444444,5.48277414,13.0,0.05870708,2.534566261764042,0.00022423108206476043
539,CIF,4,4.0,0.66666667,5.66294368,12.0,0.00632569,1.1111111111111112,0.0001404100703459423
540,CIH,3,3.0,0.66666667,5.66240333,12.0,0.00626055,0.7256410256410256,0.00010982363028805305
541,CIJ,2,2.0,0.0,6.87145179,14.0,0.00019703,824.1216675561105,0.0001449739195074697
542,CIK,2,2.0,1.0,7.74800447,15.0,4.83e-06,0.0,0.00014923682492790598
543,CIO,2,2.0,0.0,6.56856012,14.0,0.00018474,3616.0000000000005,0.00018025067068549064
544,CIP,2,2.0,1.0,6.64573586,13.0,0.00018996,0.0,0.00013413467226995227
545,CIT,1,1.0,,5.89733069,13.0,0.00236896,0.0,6.416986363016516e-05
546,CIW,2,2.0,1.0,6.30606355,13.0,0.00057174,0.0,0.00010648626649666456
547,CIX,3,3.0,0.33333333,5.96352028,13.0,0.00214664,3616.0,0.0002086455065199847
548,CJA,2,2.0,1.0,5.96349475,13.0,0.00214665,0.0,0.00011949612266191853
549,CJB,5,5.0,0.9,5.66192916,12.0,0.00717297,0.125,0.00015606307470854064
550,CJC,2,2.0,1.0,6.64053948,14.0,0.00159926,0.0,0.00011545575603198323
551,CJJ,1,1.0,,6.42511628,13.0,0.00050676,0.0,7.061263152671884e-05
552,CJL,1,1.0,,6.76784673,13.0,0.00063373,0.0,6.97330935690315e-05
553,CJS,8,8.0,0.75,5.89027071,13.0,0.01111003,1.246861471861472,0.00021521171943288337
554,CJT,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.536685053274505e-05
555,CJU,17,17.0,0.25735294,5.42513843,12.0,0.02853089,4287.4246376843175,0.0005830652341787488
556,CKB,2,2.0,1.0,5.8179137,13.0,0.00738106,0.0,9.608509974610534e-05
557,CKD,2,2.0,0.0,7.72589685,15.0,4.6e-07,1.0,0.00021355608561534503
558,CKG,41,41.0,0.41829268,5.42673784,12.0,0.04367952,2725.5657218331526,0.0008670168382871245
559,CKI,2,2.0,1.0,6.73771434,12.0,0.00026885,0.0,0.0001469613470960977
560,CKL,1,1.0,,6.41675776,13.0,0.00020122,0.0,8.002862799497656e-05
561,CKS,2,2.0,1.0,6.75191253,14.0,0.0001904,0.0,0.00011989812982470202
562,CKX,2,2.0,1.0,7.74748986,15.0,2.37e-06,0.0,0.00019802134343719776
